,Unnamed: 0,Unnamed: 0.1,_id,ltable_ID,rtable_ID,ltable_3.5mm jack,ltable_Battery,ltable_Clock Speed,ltable_Card slot,ltable_GPS Support,ltable_GPU,ltable_Internal Storage,ltable_NFC,ltable_Name,ltable_OS,ltable_Price,ltable_Primary Camera,ltable_Resolution,ltable_SIM,ltable_Secondary Camera,ltable_Sensors,ltable_Weight,rtable_3.5mm jack,rtable_Battery,rtable_GPS Support,rtable_GPU,rtable_Internal Storage,rtable_Card slot,rtable_NFC,rtable_Name,rtable_OS,rtable_Price,rtable_Primary Camera,rtable_Clock Speed,rtable_SIM,rtable_Secondary Camera,rtable_Sensors,rtable_Weight,rtable_Resolution,Class
33,33,431,431,1084,238,Yes,3000.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"16 GB, 2 GB RAM",,Samsung Galaxy J7 Nxt,Android 7.0 (Nougat),About 180 EUR,"13 MP (f/1.9, 28mm), autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Dual SIM (Micro-SIM, dual stand-by)","5 MP (f/2.2, 23mm), LED flash","Accelerometer, proximity",170 g (6.00 oz),Yes,3000.0,Yes,,16 GB,Dedicated Slot,,"Samsung Galaxy J7 Nxt (Gold, 16 GB)Â Â (2 GB RAM)",Android Nougat 7.0,"‚¹9,990",13MP,1.6 GHz,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",170 g,1280 x 720 Pixels,1
34,34,437,437,1344,238,Yes,3000.0,Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)Octa-core 1.5 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 405Mali-T720MP2,"16 GB, 1.5 GB RAM",Yes,Samsung Galaxy J7,"Android 5.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)",About 200 EUR,"13 MP (f/1.9, 28mm), autofocus, LED flash, check quality","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","5 MP (f/2.2, 23mm), LED flash","Accelerometer, proximity",171 g (6.03 oz),Yes,3000.0,Yes,,16 GB,Dedicated Slot,,"Samsung Galaxy J7 Nxt (Gold, 16 GB)Â Â (2 GB RAM)",Android Nougat 7.0,"‚¹9,990",13MP,1.6 GHz,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",170 g,1280 x 720 Pixels,1
35,35,452,452,3127,243,Yes,3300.0,Octa-core 2.2 GHz Cortex-A53,"microSD, up to 256 GB (uses SIM 2 slot)",Yes,Adreno 506,"64 GB, 4 GB RAM",Yes,Samsung Galaxy C7 Pro,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",About 370 EUR,"16 MP, f/1.9, autofocus, dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","16 MP, f/1.9","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",172 g (6.07 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels,0
36,36,463,463,2827,243,Yes,2600.0,Octa-core 2.2 GHz Cortex-A53,"microSD, up to 256 GB (uses SIM 2 slot)",Yes,Adreno 506,"64 GB, 4 GB RAM",Yes,Samsung Galaxy C5 Pro,Android 7.0 (Nougat),About 310 EUR,"16 MP, f/1.9, autofocus, dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Hybrid Dual SIM (Nano-SIM, dual stand-by)","16 MP, f/1.9","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",145 g (5.11 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels,0
37,37,480,480,1289,243,Yes,3600.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"16 GB, 3 GB RAM",Yes,Samsung Galaxy J7 (2017),Android 7.0 (Nougat),About 230 EUR,"13 MP, f/1.7, autofocus, LED flash, check quality","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Dual SIM (Nano-SIM, dual stand-by)","13 MP, f/1.9, LED flash, 1080p","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",181 g (6.38 oz),Yes,3600.0,Yes,,64 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Pro (Gold, 64 GB)Â Â (3 GB RAM)",Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels,1
38,38,543,543,2121,305,Yes,2000.0,Quad-core 1.6 GHz,"microSD, up to 64 GB (dedicated slot)",Yes,,"8 GB (2.8 GB user available), 2 GB RAM",Yes,Samsung Galaxy Camera 2 GC200,Android 4.3 (Jelly Bean),About 330 EUR,"16.3 MP (1/2.3""), autofocus, 21x optical zoom, OIS, pop-up Xenon flash, AF light","720 x 1280 pixels, 16:9 ratio (~306 ppi density)",No,No,"Accelerometer, gyro, compass",283 g (9.98 oz),Yes,2600.0,,,16 GB,Dedicated Slot,,"Samsung Galaxy J2 Pro (Gold, 16 GB)Â Â (2 GB RAM)",Android Marshmallow 6.0.1,"‚¹7,690",8MP,1.5 GHz,Micro SIM,5MP,"Accelerometer Sensor, Proximity Sensor",,1280 x 720 Pixels,0
39,39,602,602,3241,343,Yes,2600.0,Quad-core 1.5 GHz Cortex-A7,"microSD, up to 128 GB (dedicated slot)",Yes,Mali-400MP2,"16 GB, 2 GB RAM",,Samsung Galaxy J2 Pro (2016),Android 6.0.1 (Marshmallow),About 160 EUR,"8 MP, f/2.2, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Dual SIM (Micro-SIM, dual stand-by)","5 MP, f/2.2","Accelerometer, proximity",138 g (4.87 oz),Yes,2600.0,Yes,,16 GB,Dedicated Slot,Yes,"Samsung Galaxy J3 Pro (Gold, 16 GB)Â Â (2 GB RAM)",Android Lollipop 5.1,"‚¹7,990",8MP,1.5 GHz,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",138 g,1280 x 720 Pixels,0
40,40,611,611,2710,343,Yes,2600.0,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T720,"16 GB, 2 GB RAM",,Samsung Galaxy On5 Pro,Android 6.0 (Marshmallow),About 120 EUR,"8 MP, f/2.2, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Dual SIM (Micro-SIM, dual stand-by)","5 MP, f/2.2","Accelerometer, proximity",149 g (5.26 oz),Yes,2600.0,Yes,,16 GB,Dedicated Slot,Yes,"Samsung Galaxy J3 Pro (Gold, 16 GB)Â Â (2 GB RAM)",Android Lollipop 5.1,"‚¹7,990",8MP,1.5 GHz,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",138 g,1280 x 720 Pixels,0
41,41,633,633,1084,345,Yes,3000.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"16 GB, 2 GB RAM",,Samsung Galaxy J7 Nxt,Android 7.0 (Nougat),About 180 EUR,"13 MP (f/1.9, 28mm), autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Dual SIM (Micro-SIM, dual stand-by)","5 MP (f/2.2, 23mm), LED flash","Accelerometer, proximity",170 g (6.00 oz),Yes,3000.0,Yes,,32 GB,Dedicated Slot,,"Samsung Galaxy J7 Nxt (Gold, 32 GB)Â Â (3 GB RAM)",Android Nougat 7,"‚¹11,900",13MP,1.6 GHz,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",170 g,1280 x 720 Pixels,1
42,42,636,636,3194,345,Yes,3300.0,Octa-core 2.2 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 506,"16 GB, 2 GB RAM",,Samsung Galaxy J7 V,Android 7.0.1 (Nougat),About 240 USD,"8 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Nano-SIM,5 MP,"Accelerometer, gyro, proximity, compass",167.3 g (5.89 oz),Yes,3000.0,Yes,,32 GB,Dedicated Slot,,"Samsung Galaxy J7 Nxt (Gold, 32 GB)Â Â (3 GB RAM)",Android Nougat 7,"‚¹11,900",13MP,1.6 GHz,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",170 g,1280 x 720 Pixels,0
43,43,683,683,2150,355,Yes,3000.0,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"microSD, up to 32 GB (uses SIM 2 slot)",Yes,Mali-T860MP2,"32 GB, 3 GB RAM",,Micromax Evok Dual Note E4815,Android 7.0 (Nougat),About 10000 INR,"Dual: 13 MP, autofocus + 5 MP (no AF), dual-LED dual-tone flash","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Hybrid Dual SIM (Nano-SIM, dual stand-by)",5 MP,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",-,,3000.0,Yes,ARM Mali-T720,32 GB,Hybrid Slot,,"Micromax Evok Dual Note (Champagne, 32 GB)Â Â (3 GB RAM)",Android Nougat 7,"‚¹9,999",13MP + 5MP,1.5 GHz,Nano SIM and Nano SIM,5MP,"Gravity Sensors, Proximity Sensor, Light Sensor, Accelerometer, Gyroscope, E-compass",,1920 x 1080 Pixels,1
44,44,685,685,8,358,Yes,3000.0,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 32 GB (dedicated slot)",Yes,Mali-400MP2,"8 GB, 2 GB RAM",,Micromax Canvas Juice 2 AQ5001,Android 5.0 (Lollipop),About 130 EUR,"8 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Dual SIM (Micro-SIM, dual stand-by)",2 MP,"Accelerometer, proximity",170 g (6.00 oz),Yes,2500.0,Yes,Mali-T720 MP2 at 450 MHz,16 GB,Dedicated Slot,,"Micromax Canvas Unite 4 Plus (Champange, 16 GB)Â Â (2 GB RAM)",Android Marshmallow 6,"‚¹5,999",8MP,1 GHz,Micro SIM and Micro SIM,5MP,"Fingerprint Sensor, Gravity Sensors, Proximity Sensor, Light Sensor",,1280 x 720 pixels,0
45,45,700,700,3046,358,Yes,2000.0,Hexa-core 1.5 GHz Cortex-A7,"microSD, up to 32 GB",Yes,Mali-450MP4,"8 GB, 1 GB RAM",,Micromax A190 Canvas HD Plus,Android 4.4.2 (KitKat),About 170 EUR,"8 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Dual SIM,2 MP,"Accelerometer, proximity",138 g (4.87 oz),Yes,2500.0,Yes,Mali-T720 MP2 at 450 MHz,16 GB,Dedicated Slot,,"Micromax Canvas Unite 4 Plus (Champange, 16 GB)Â Â (2 GB RAM)",Android Marshmallow 6,"‚¹5,999",8MP,1 GHz,Micro SIM and Micro SIM,5MP,"Fingerprint Sensor, Gravity Sensors, Proximity Sensor, Light Sensor",,1280 x 720 pixels,0
46,46,703,703,2913,358,Yes,3900.0,Quad-core 1.3 GHz Cortex-A7,"microSD, up to 32 GB (dedicated slot)",Yes,,"16 GB, 2 GB RAM",,Micromax Canvas Unite 4 Pro,Android 5.1 (Lollipop),,"8 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Dual SIM (Micro-SIM, dual stand-by)",5 MP,"Fingerprint (rear-mounted), accelerometer, proximity",152 g (5.36 oz),Yes,2500.0,Yes,Mali-T720 MP2 at 450 MHz,16 GB,Dedicated Slot,,"Micromax Canvas Unite 4 Plus (Champange, 16 GB)Â Â (2 GB RAM)",Android Marshmallow 6,"‚¹5,999",8MP,1 GHz,Micro SIM and Micro SIM,5MP,"Fingerprint Sensor, Gravity Sensors, Proximity Sensor, Light Sensor",,1280 x 720 pixels,0
47,47,704,704,3176,358,Yes,2000.0,Quad-core 1.2 GHz Cortex-A7,"microSD, up to 32 GB (dedicated slot)",Yes,PowerVR SGX544,"16 GB (10 GB user available), 1 GB RAM",,Micromax Canvas 4 A210,Android 4.2.1 (Jelly Bean),About 230 EUR,"13 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Dual SIM (dual stand-by),"5 MP, 720p","Accelerometer, proximity",158 g (5.57 oz),Yes,2500.0,Yes,Mali-T720 MP2 at 450 MHz,16 GB,Dedicated Slot,,"Micromax Canvas Unite 4 Plus (Champange, 16 GB)Â Â (2 GB RAM)",Android Marshmallow 6,"‚¹5,999",8MP,1 GHz,Micro SIM and Micro SIM,5MP,"Fingerprint Sensor, Gravity Sensors, Proximity Sensor, Light Sensor",,1280 x 720 pixels,0
48,48,706,706,1385,358,Yes,2000.0,Octa-core 1.7 GHz Cortex-A7,"microSD, up to 32 GB",Yes,Mali-450MP4,"16 GB, 1 GB RAM",,Micromax Canvas 4 Plus A315,Android 4.4.2 (KitKat),,"13 MP, autofocus, LED flash","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Dual SIM,5 MP,"Accelerometer, proximity",-,Yes,2500.0,Yes,Mali-T720 MP2 at 450 MHz,16 GB,Dedicated Slot,,"Micromax Canvas Unite 4 Plus (Champange, 16 GB)Â Â (2 GB RAM)",Android Marshmallow 6,"‚¹5,999",8MP,1 GHz,Micro SIM and Micro SIM,5MP,"Fingerprint Sensor, Gravity Sensors, Proximity Sensor, Light Sensor",,1280 x 720 pixels,0
49,49,723,723,2139,387,Yes,3300.0,Octa-core (4x2.35 GHz Cortex-A53 & 4x1.65 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T880MP2,"32 GB, 4 GB RAM",,Samsung Galaxy J7 Max,Android 7.0 (Nougat),About 250 EUR,"13 MP, f/1.7, autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Dual SIM (Nano-SIM, dual stand-by)","13 MP, f/1.9, LED flash","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",179 g (6.31 oz),Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Prime (Gold, 32 GB)Â Â (3 GB RAM)",Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels,0
50,50,735,735,1136,387,Yes,3600.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"32/64 GB, 3 GB RAM",Yes,Samsung Galaxy J7 Pro,Android 7.0 (Nougat),About 260 EUR,"13 MP, f/1.7, autofocus, LED flash, check quality","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","13 MP, f/1.9, LED flash, 1080p","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",181 g (6.38 oz),Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Prime (Gold, 32 GB)Â Â (3 GB RAM)",Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels,0
51,51,738,738,3224,387,Yes,3300.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"16/32 GB, 3 GB RAM",,Samsung Galaxy J7 Prime,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",About 210 EUR,"13 MP (f/1.9, 28mm), autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","8 MP, f/1.9","Fingerprint (front-mounted), accelerometer, proximity",167 g (5.89 oz),Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Prime (Gold, 32 GB)Â Â (3 GB RAM)",Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels,1
52,52,742,742,1289,387,Yes,3600.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"16 GB, 3 GB RAM",Yes,Samsung Galaxy J7 (2017),Android 7.0 (Nougat),About 230 EUR,"13 MP, f/1.7, autofocus, LED flash, check quality","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Dual SIM (Nano-SIM, dual stand-by)","13 MP, f/1.9, LED flash, 1080p","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",181 g (6.38 oz),Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Prime (Gold, 32 GB)Â Â (3 GB RAM)",Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels,0
53,53,764,764,1392,399,Yes,3500.0,Octa-core (4x2.7 GHz Mongoose M3 & 4x1.8 GHz Cortex-A55) - EMEAOcta-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver) - USA & China,"microSD, up to 400 GB (uses SIM 2 slot) - dual SIM model only",Yes,Mali-G72 MP18 - EMEAAdreno 630 - USA & China,"64/128/256 GB, 6 GB RAM",Yes,Samsung Galaxy S9+,Android 8.0 (Oreo),About 990 EUR,"Dual: 12 MP (f/1.5-2.4, 26mm, 1/2.55"", 1.4 Ã‚Âµm, Dual Pixel PDAF) + 12MP (f/2.4, 52mm, 1/3.6"", 1 Ã‚Âµm, AF), OIS, phase detection autofocus, 2x optical zoom, LED flash, check quality","1440 x 2960 pixels, 18.5:9 ratio (~529 ppi density)","Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","8 MP (f/1.7, 25mm, 1/3.6"", 1.22 Ã‚Âµm), autofocus, 1440p@30fps, dual video call, Auto HDR","Iris scanner, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2",189 g (6.67 oz),Yes,3000.0,,ARM Heimdall MP18,64 GB,Hybrid Slot,Yes,"Samsung Galaxy S9 (Lilac Purple, 64 GB)Â Â (4 GB RAM)",Android Oreo 8,"‚¹57,900",12MP,2.7 GHz,Nano SIM,8MP,,163 g,2960 x 1440 Pixels,0
54,54,778,778,2139,447,Yes,3300.0,Octa-core (4x2.35 GHz Cortex-A53 & 4x1.65 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T880MP2,"32 GB, 4 GB RAM",,Samsung Galaxy J7 Max,Android 7.0 (Nougat),About 250 EUR,"13 MP, f/1.7, autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Dual SIM (Nano-SIM, dual stand-by)","13 MP, f/1.9, LED flash","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",179 g (6.31 oz),Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Prime (Gold, 32 GB)Â Â (3 GB RAM)",Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels,1
55,55,786,786,1014,447,Yes,3300.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"32 GB, 3 GB RAM",,Samsung Galaxy J7 Prime 2,Android 7.0 (Nougat),About 200 EUR,"13 MP (f/1.9, 28mm), autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","13 MP, f/1.9, 1080p","Fingerprint (front-mounted), accelerometer, proximity",170 g (6.00 oz),Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Prime (Gold, 32 GB)Â Â (3 GB RAM)",Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels,1
56,56,793,793,3224,447,Yes,3300.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"16/32 GB, 3 GB RAM",,Samsung Galaxy J7 Prime,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",About 210 EUR,"13 MP (f/1.9, 28mm), autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","8 MP, f/1.9","Fingerprint (front-mounted), accelerometer, proximity",167 g (5.89 oz),Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Prime (Gold, 32 GB)Â Â (3 GB RAM)",Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels,1
57,57,801,801,1689,447,Yes,3200.0,"Quad-core 2.3 GHz Krait 400 - N9005, N9002Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7) - N9000","microSD, up to 64 GB (dedicated slot)",Yes,"Adreno 330 - N9005, N9002Mali-T628 MP6 - N9000","16/32/64 GB, 3 GB RAM",Yes,Samsung Galaxy Note 3,"Android 4.3 (Jelly Bean), upgradable to 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)",About 420 EUR,"13 MP (f/2.2, 31mm, 1/3"", 1.12 Ã‚Âµm), autofocus, LED flash, check quality","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)",Micro-SIM,"2 MP (f/2.4, 27mm), 1080p@30fps","Accelerometer, gyro, proximity, compass, barometer, temperature, humidity, gesture",168 g (5.93 oz),Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Prime (Gold, 32 GB)Â Â (3 GB RAM)",Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels,0
58,58,821,821,905,450,Yes,3300.0,Octa-core (4x1.6 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 405Mali-T830 MP1,"16 GB, 2 GB RAM",Yes,Samsung Galaxy J7 (2016),"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",About 230 EUR,"13 MP (f/1.9, 28mm), autofocus, LED flash, check quality","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","5 MP, f/1.9, LED flash","Accelerometer, proximity",170 g (6.00 oz),Yes,3000.0,Yes,,16 GB,Dedicated Slot,,"Samsung Galaxy J7 Nxt (Black, 16 GB)Â Â (2 GB RAM)",Android Nougat 7,"‚¹9,990",13MP,1.6 GHz,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",170 g,1280 x 720 Pixels,0
59,59,832,832,1344,450,Yes,3000.0,Octa-core (4x1.4 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)Octa-core 1.5 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Adreno 405Mali-T720MP2,"16 GB, 1.5 GB RAM",Yes,Samsung Galaxy J7,"Android 5.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)",About 200 EUR,"13 MP (f/1.9, 28mm), autofocus, LED flash, check quality","720 x 1280 pixels, 16:9 ratio (~267 ppi density)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","5 MP (f/2.2, 23mm), LED flash","Accelerometer, proximity",171 g (6.03 oz),Yes,3000.0,Yes,,16 GB,Dedicated Slot,,"Samsung Galaxy J7 Nxt (Black, 16 GB)Â Â (2 GB RAM)",Android Nougat 7,"‚¹9,990",13MP,1.6 GHz,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",170 g,1280 x 720 Pixels,1
60,60,844,844,2139,454,Yes,3300.0,Octa-core (4x2.35 GHz Cortex-A53 & 4x1.65 GHz Cortex-A53),"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T880MP2,"32 GB, 4 GB RAM",,Samsung Galaxy J7 Max,Android 7.0 (Nougat),About 250 EUR,"13 MP, f/1.7, autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)","Dual SIM (Nano-SIM, dual stand-by)","13 MP, f/1.9, LED flash","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",179 g (6.31 oz),Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Prime (Gold, 32 GB)Â Â (3 GB RAM)",Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels,0
61,61,859,859,3224,454,Yes,3300.0,Octa-core 1.6 GHz Cortex-A53,"microSD, up to 256 GB (dedicated slot)",Yes,Mali-T830 MP1,"16/32 GB, 3 GB RAM",,Samsung Galaxy J7 Prime,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",About 210 EUR,"13 MP (f/1.9, 28mm), autofocus, LED flash","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","8 MP, f/1.9","Fingerprint (front-mounted), accelerometer, proximity",167 g (5.89 oz),Yes,3300.0,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,"Samsung Galaxy J7 Prime (Gold, 32 GB)Â Â (3 GB RAM)",Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels,1
