All-Words,end,filename,n-gram,start,classtype,PRE_DIST_VERB,POST_DIST_VERB,PrecedingTitle,PRE_DIST_FROM_THE,PRE_DIST_FROM_POSITION,NEGATIVE_FEATURE,POSITIVE_FEATURE,Surrounding_Caps,Apostrophe,POST_IS_PREPOSITION,RELATIONSHIP,POST_IS_SPEAK_VERB,PRE_IS_SPEAK_VERB,INSTANCE_IS_POSITION,INSTANCE_IS_COUNTRY
Labour's,80,./data/train/009.txt,1,80,False,3,100,False,False,100,False,False,False,True,False,False,False,False,False,False
Peter,90,./data/train/009.txt,1,90,False,5,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Mandelson,91,./data/train/009.txt,1,91,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Labour,93,./data/train/009.txt,1,93,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
BBC,102,./data/train/009.txt,1,102,False,100,0,False,False,100,True,False,False,False,True,False,False,False,False,False
Campbell,109,./data/train/009.txt,1,109,False,5,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Campbell,111,./data/train/009.txt,1,111,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Newsnight,113,./data/train/009.txt,1,113,False,100,3,False,False,100,False,False,False,False,True,False,False,False,False,False
Labour's,120,./data/train/009.txt,1,120,False,3,3,False,False,100,False,False,False,True,False,False,False,False,False,False
TBWA,123,./data/train/009.txt,1,123,False,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Tory,147,./data/train/009.txt,1,147,False,2,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Michael,149,./data/train/009.txt,1,149,False,4,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Howard,150,./data/train/009.txt,1,150,False,5,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Fagin,152,./data/train/009.txt,1,152,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Labour,160,./data/train/009.txt,1,160,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Campbell's,162,./data/train/009.txt,1,162,False,100,2,False,False,100,False,False,True,True,False,False,False,False,False,False
Trevor,176,./data/train/009.txt,1,176,False,1,3,False,False,100,False,False,True,False,False,False,False,False,False,False
Beattie,177,./data/train/009.txt,1,177,False,2,2,False,False,100,False,False,True,False,False,False,False,False,False,False
TBWA's,178,./data/train/009.txt,1,178,False,3,1,False,False,100,False,False,True,True,False,False,False,False,False,False
Posters,213,./data/train/009.txt,1,213,False,2,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Newsnight,238,./data/train/009.txt,1,238,False,1,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Andrew,240,./data/train/009.txt,1,240,False,3,100,False,False,100,False,False,True,False,False,False,False,False,False,False
McFadyen,241,./data/train/009.txt,1,241,False,4,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Realising,242,./data/train/009.txt,1,242,False,5,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Campbell,246,./data/train/009.txt,1,246,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
McFadyen,250,./data/train/009.txt,1,250,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Jeremy,258,./data/train/009.txt,1,258,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Paxman,259,./data/train/009.txt,1,259,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Blackberry,274,./data/train/009.txt,1,274,False,100,100,False,False,100,True,False,False,False,False,False,False,False,False,False
TBWA,290,./data/train/009.txt,1,290,False,4,0,False,False,100,True,False,False,False,False,False,False,False,False,False
Posters,311,./data/train/009.txt,1,311,False,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Pigs,324,./data/train/009.txt,1,324,False,4,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Tories,333,./data/train/009.txt,1,333,False,100,2,False,False,100,True,False,False,False,False,False,False,False,False,False
TBWA,344,./data/train/009.txt,1,344,False,5,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Campbell,347,./data/train/009.txt,1,347,True,2,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Final,350,./data/train/009.txt,1,350,False,2,100,False,False,100,False,False,False,False,False,False,False,False,False,False
I'm,368,./data/train/009.txt,1,368,False,2,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Never,383,./data/train/009.txt,1,383,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Must,398,./data/train/009.txt,1,398,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Later,403,./data/train/009.txt,1,403,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Campbell's,417,./data/train/009.txt,1,417,False,100,100,False,False,100,True,False,True,True,False,False,False,False,False,False
Foreign,444,./data/train/009.txt,1,444,False,100,3,False,False,100,True,False,True,False,False,False,False,False,False,False
Jack,446,./data/train/009.txt,1,446,False,100,1,False,False,1,True,False,True,False,False,False,False,False,False,False
Straw,447,./data/train/009.txt,1,447,False,100,0,False,False,2,True,False,True,False,False,False,True,False,False,False
Campbell,460,./data/train/009.txt,1,460,False,100,100,False,False,100,False,True,True,False,False,False,False,False,False,False
Straw,477,./data/train/009.txt,1,477,False,100,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Liam,509,./data/train/009.txt,1,509,False,100,3,False,False,100,False,False,True,False,False,False,False,False,False,False
Fox,510,./data/train/009.txt,1,510,False,100,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Tory,511,./data/train/009.txt,1,511,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Campbell,518,./data/train/009.txt,1,518,False,5,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Labour,529,./data/train/009.txt,1,529,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Mrs,0,./data/train/011.txt,1,0,False,100,1,True,False,100,False,False,True,False,False,False,False,False,False,False
Howard,1,./data/train/011.txt,1,1,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Michael,6,./data/train/011.txt,1,6,False,4,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Howard's,7,./data/train/011.txt,1,7,False,5,3,False,False,100,False,False,True,True,False,False,False,False,False,False
Sandra,10,./data/train/011.txt,1,10,True,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Conservative,19,./data/train/011.txt,1,19,False,100,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Mrs,22,./data/train/011.txt,1,22,False,100,1,True,False,100,True,False,True,False,False,False,False,False,False,False
Howard,23,./data/train/011.txt,1,23,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Howard,46,./data/train/011.txt,1,46,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
London,55,./data/train/011.txt,1,55,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,True
Tory,59,./data/train/011.txt,1,59,False,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Liam,61,./data/train/011.txt,1,61,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Fox,62,./data/train/011.txt,1,62,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Michael,66,./data/train/011.txt,1,66,True,100,0,False,False,100,False,False,False,False,True,False,False,False,False,False
Fox,74,./data/train/011.txt,1,74,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Tory,86,./data/train/011.txt,1,86,False,100,2,False,True,100,False,False,True,False,False,False,False,False,False,False
Fox,99,./data/train/011.txt,1,99,False,100,3,False,False,100,False,False,True,False,False,False,False,False,False,False
Tony,101,./data/train/011.txt,1,101,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Blair,102,./data/train/011.txt,1,102,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Labour,125,./data/train/011.txt,1,125,False,100,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Blair,135,./data/train/011.txt,1,135,False,100,0,False,False,100,False,False,True,False,True,False,False,False,False,False
Fox,143,./data/train/011.txt,1,143,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
London's,157,./data/train/011.txt,1,157,False,100,100,False,False,100,False,False,False,True,False,False,False,False,False,False
Liberal,160,./data/train/011.txt,1,160,False,100,2,False,True,100,False,False,True,False,False,False,False,False,False,False
Democrats,161,./data/train/011.txt,1,161,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Charles,173,./data/train/011.txt,1,173,False,5,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Kennedy,174,./data/train/011.txt,1,174,False,100,100,False,False,100,False,False,True,False,False,False,False,False,False,False
Mrs,176,./data/train/011.txt,1,176,False,100,100,True,False,100,False,False,True,False,False,False,False,False,False,False
Howard's,177,./data/train/011.txt,1,177,False,100,100,False,False,100,False,False,True,True,False,False,False,False,False,False
Fox,180,./data/train/011.txt,1,180,False,100,2,False,False,100,False,False,True,False,False,False,False,False,False,False
Sandra,182,./data/train/011.txt,1,182,True,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Michael,188,./data/train/011.txt,1,188,True,3,100,False,False,100,False,False,False,False,True,False,False,False,False,False
Mrs,212,./data/train/011.txt,1,212,False,100,1,True,False,100,False,False,True,False,False,False,False,False,False,False
Howard,213,./data/train/011.txt,1,213,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Conservative,220,./data/train/011.txt,1,220,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Party,221,./data/train/011.txt,1,221,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Conference,222,./data/train/011.txt,1,222,False,100,100,False,False,100,True,False,True,False,True,False,False,False,False,False
Bournemouth,224,./data/train/011.txt,1,224,False,100,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Addaction,242,./data/train/011.txt,1,242,False,100,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Mrs,246,./data/train/011.txt,1,246,False,100,1,True,False,100,False,False,True,False,False,False,False,False,False,False
Howard,247,./data/train/011.txt,1,247,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
Morning,265,./data/train/011.txt,1,265,False,100,1,False,False,100,True,False,True,False,False,False,False,False,False,False
Tony,4,./data/train/012.txt,1,4,False,100,1,False,False,100,False,False,True,False,False,False,False,False,False,False
Blair,5,./data/train/012.txt,1,5,False,100,0,False,False,100,False,False,True,False,False,False,False,False,False,False
IRA,34,./data/train/012.txt,1,34,False,100,0,False,False,100,False,False,False,False,False,False,False,False,False,False
Guildford,40,./data/train/012.txt,1,40,False,5,100,False,False,100,True,False,False,False,False,False,False,False,False,False
Woolwich,42,./data/train/012.txt,1,42,False,100,100,False,False,100,True,False,False,False,True,False,False,False,False,False
Blair,46,./data/train/012.txt,1,46,False,100,100,False,False,100,True,False,True,False,False,False,False,False,False,False
Conlon,70,./data/train/012.txt,1,70,True,4,100,False,False,100,False,False,False,False,False,False,False,False,False,False
Maguire,72,./data/train/012.txt,1,72,True,100,100,False,False,100,False,False,False,False,False,False,False,False,False,False
