All-Words,end,filename,n-gram,start,classtype,PRE_DIST_VERB,POST_DIST_VERB,PRE_DIST_STOPWORD,POST_DIST_STOPWORD,PrecedingTitle,Apostrophe,PRE_DIST_FROM_THE,PRE_DIST_FROM_POSITION
Lancashire,194,./markedupfiles/074.txt,1,194,False,3,1,2,0,False,False,False,100
Anglers,0,./markedupfiles/048.txt,1,0,False,100,1,100,100,False,False,False,100
'could,1,./markedupfiles/048.txt,1,1,False,100,0,100,3,False,False,False,100
Anglers,4,./markedupfiles/048.txt,1,4,False,2,2,100,0,False,False,False,100
MPs,22,./markedupfiles/048.txt,1,22,False,100,0,1,0,False,False,False,100
Sloppy,25,./markedupfiles/048.txt,1,25,False,2,3,2,1,False,False,False,100
The,49,./markedupfiles/048.txt,1,49,False,3,1,5,2,False,False,False,100
MPs,50,./markedupfiles/048.txt,1,50,False,4,0,100,1,False,False,False,100
"""concerned""",54,./markedupfiles/048.txt,1,54,False,1,2,1,0,False,False,False,100
They,68,./markedupfiles/048.txt,1,68,False,4,0,4,2,False,False,False,100
MPs,79,./markedupfiles/048.txt,1,79,False,2,100,2,3,False,False,False,100
They,81,./markedupfiles/048.txt,1,81,False,4,100,4,1,False,False,False,100
"""cast-iron",85,./markedupfiles/048.txt,1,85,False,100,100,1,1,False,False,False,100
The,105,./markedupfiles/048.txt,1,105,False,100,0,4,3,False,False,False,100
"""kept",120,./markedupfiles/048.txt,1,120,False,2,100,2,1,False,False,False,100
"""companion""",123,./markedupfiles/048.txt,1,123,False,5,100,1,1,False,False,False,100
"""duty",129,./markedupfiles/048.txt,1,129,False,100,100,1,0,False,False,False,100
The,158,./markedupfiles/048.txt,1,158,False,100,1,2,100,False,False,False,100
"""mutilation""",177,./markedupfiles/048.txt,1,177,False,100,100,4,0,False,False,False,100
The,193,./markedupfiles/048.txt,1,193,False,100,1,4,100,False,False,False,100
One,208,./markedupfiles/048.txt,1,208,False,100,0,2,0,False,False,False,100
"""We",236,./markedupfiles/048.txt,1,236,False,3,100,3,1,False,False,False,100
But,269,./markedupfiles/048.txt,1,269,False,100,2,2,0,False,False,False,100
"""However",283,./markedupfiles/048.txt,1,283,False,3,100,2,0,False,False,False,100
'carte,303,./markedupfiles/048.txt,1,303,False,1,1,2,1,False,False,False,100
The,319,./markedupfiles/048.txt,1,319,False,100,2,3,3,False,False,False,100
"""would",342,./markedupfiles/048.txt,1,342,False,100,0,1,0,False,False,False,100
MPs,346,./markedupfiles/048.txt,1,346,False,3,3,3,1,False,False,False,100
This,360,./markedupfiles/048.txt,1,360,False,100,0,3,0,False,False,False,100
Committee,396,./markedupfiles/048.txt,1,396,False,2,100,3,100,False,False,False,100
Michael,398,./markedupfiles/048.txt,1,398,False,4,100,5,100,False,False,False,100
Jack,399,./markedupfiles/048.txt,1,399,False,5,100,100,3,False,False,False,100
"""Any",401,./markedupfiles/048.txt,1,401,False,100,100,100,1,False,False,False,100
"""This",418,./markedupfiles/048.txt,1,418,False,100,0,4,2,False,False,False,100
But,458,./markedupfiles/048.txt,1,458,False,2,2,5,3,False,False,False,100
Jack,460,./markedupfiles/048.txt,1,460,False,4,0,100,1,False,False,False,100
"""very",464,./markedupfiles/048.txt,1,464,False,3,1,2,1,False,False,False,100
'work,471,./markedupfiles/048.txt,1,471,False,3,100,1,0,False,False,False,100
"""an",481,./markedupfiles/048.txt,1,481,False,2,1,1,1,False,False,False,100
"""The",506,./markedupfiles/048.txt,1,506,False,100,1,4,100,False,False,False,100
Guantanamo,0,./markedupfiles/100.txt,1,0,False,100,0,100,100,False,False,False,100
'suing,2,./markedupfiles/100.txt,1,2,False,1,100,100,100,False,False,False,100
British,5,./markedupfiles/100.txt,1,5,False,4,1,100,3,False,False,False,100
Guantanamo,10,./markedupfiles/100.txt,1,10,False,2,100,1,1,False,False,False,100
Bay,11,./markedupfiles/100.txt,1,11,False,3,100,2,0,False,False,False,100
Martin,23,./markedupfiles/100.txt,1,23,False,2,1,2,2,False,False,False,100
Mubanga,24,./markedupfiles/100.txt,1,24,False,3,0,3,1,False,False,False,100
Observer,28,./markedupfiles/100.txt,1,28,False,3,100,1,0,False,False,False,100
Cuba,45,./markedupfiles/100.txt,1,45,False,2,2,1,1,False,False,False,100
Zambia.,50,./markedupfiles/100.txt,1,50,False,2,100,1,3,False,False,False,100
Mubanga,52,./markedupfiles/100.txt,1,52,False,4,100,3,1,False,False,False,100
Wembley,55,./markedupfiles/100.txt,1,55,False,100,1,1,2,False,False,False,100
London,56,./markedupfiles/100.txt,1,56,False,100,0,2,1,False,False,False,100
The,69,./markedupfiles/100.txt,1,69,False,100,2,2,3,False,False,False,100
"""well",87,./markedupfiles/100.txt,1,87,False,2,100,1,3,False,False,False,100
Mubanga,90,./markedupfiles/100.txt,1,90,False,5,1,4,0,False,False,False,100
British,94,./markedupfiles/100.txt,1,94,False,2,3,2,0,False,False,False,100
Zambian,96,./markedupfiles/100.txt,1,96,False,4,1,1,1,False,False,False,100
Britons,102,./markedupfiles/100.txt,1,102,False,4,1,2,0,False,False,False,100
January.,111,./markedupfiles/100.txt,1,111,False,2,1,1,2,False,False,False,100
British,123,./markedupfiles/100.txt,1,123,False,100,0,1,1,False,False,False,100
Zambia,136,./markedupfiles/100.txt,1,136,False,2,100,1,0,False,False,False,100
March,138,./markedupfiles/100.txt,1,138,False,4,3,3,100,False,False,False,100
Mubanga,141,./markedupfiles/100.txt,1,141,False,100,0,4,1,False,False,False,100
Afghanistan,147,./markedupfiles/100.txt,1,147,False,2,2,1,0,False,False,False,100
Pakistan,149,./markedupfiles/100.txt,1,149,False,4,0,1,0,False,False,False,100
Islam.,152,./markedupfiles/100.txt,1,152,False,2,2,2,1,False,False,False,100
But,153,./markedupfiles/100.txt,1,153,False,3,1,3,0,False,False,False,100
British,169,./markedupfiles/100.txt,1,169,False,2,2,1,1,False,False,False,100
Zambian,176,./markedupfiles/100.txt,1,176,False,4,100,1,100,False,False,False,100
Mubanga,180,./markedupfiles/100.txt,1,180,False,100,0,5,1,False,False,False,100
Afghanistan,196,./markedupfiles/100.txt,1,196,False,5,100,4,1,False,False,False,100
Jewish,201,./markedupfiles/100.txt,1,201,False,100,100,3,1,False,False,False,100
New,204,./markedupfiles/100.txt,1,204,False,100,100,1,1,False,False,False,100
York,205,./markedupfiles/100.txt,1,205,False,100,3,2,0,False,False,False,100
Mubanga,217,./markedupfiles/100.txt,1,217,False,100,0,5,1,False,False,False,100
American,223,./markedupfiles/100.txt,1,223,False,5,100,1,100,False,False,False,100
Guantanamo,248,./markedupfiles/100.txt,1,248,False,1,100,1,100,False,False,False,100
Bay.,249,./markedupfiles/100.txt,1,249,False,2,100,2,100,False,False,False,100
His,250,./markedupfiles/100.txt,1,250,False,3,100,3,100,False,False,False,100
Louise,252,./markedupfiles/100.txt,1,252,False,5,100,5,3,False,False,False,100
Christian,253,./markedupfiles/100.txt,1,253,False,100,100,100,2,False,False,False,100
"""'We",255,./markedupfiles/100.txt,1,255,False,100,2,100,0,False,False,False,100
Americans,270,./markedupfiles/100.txt,1,270,False,100,100,1,0,False,False,False,100
"Guantanamo.""",279,./markedupfiles/100.txt,1,279,False,1,100,1,3,False,False,False,100
And,280,./markedupfiles/100.txt,1,280,False,2,100,2,2,False,False,False,100
Menzies,281,./markedupfiles/100.txt,1,281,False,3,100,3,1,False,False,False,100
Campbell,282,./markedupfiles/100.txt,1,282,False,4,100,4,0,False,False,False,100
Liberal,284,./markedupfiles/100.txt,1,284,False,100,100,1,100,False,False,False,100
Democrats',285,./markedupfiles/100.txt,1,285,False,100,3,2,100,False,True,False,100
Mubanga's,299,./markedupfiles/100.txt,1,299,False,2,0,100,1,False,True,False,100
Guantanamo.,302,./markedupfiles/100.txt,1,302,False,1,100,1,1,False,False,False,100
But,303,./markedupfiles/100.txt,1,303,False,2,100,2,0,False,False,False,100
Foreign,305,./markedupfiles/100.txt,1,305,False,4,2,1,3,False,False,False,100
Office,306,./markedupfiles/100.txt,1,306,False,5,1,2,2,False,False,False,100
British,317,./markedupfiles/100.txt,1,317,False,100,100,1,1,False,False,False,100
And,322,./markedupfiles/100.txt,1,322,False,100,100,3,100,False,False,False,100
Home,323,./markedupfiles/100.txt,1,323,False,100,3,4,100,False,False,False,100
Secretary,324,./markedupfiles/100.txt,1,324,False,100,2,5,100,False,False,False,100
Charles,325,./markedupfiles/100.txt,1,325,False,100,1,100,100,False,False,False,1
Clarke,326,./markedupfiles/100.txt,1,326,False,100,0,100,100,False,False,False,2
BBC,328,./markedupfiles/100.txt,1,328,False,1,100,100,2,False,False,False,4
One's,329,./markedupfiles/100.txt,1,329,False,2,100,100,1,False,True,False,5
Breakfast,330,./markedupfiles/100.txt,1,330,False,3,100,100,0,False,False,False,100
Frost,332,./markedupfiles/100.txt,1,332,False,5,100,1,1,False,False,False,100
"""I'm",333,./markedupfiles/100.txt,1,333,False,100,100,2,0,False,False,False,100
Mubanga,342,./markedupfiles/100.txt,1,342,False,100,0,3,0,False,False,False,100
Observer,361,./markedupfiles/100.txt,1,361,False,2,3,1,0,False,False,False,100
March,375,./markedupfiles/100.txt,1,375,False,3,1,3,0,False,False,False,100
And,414,./markedupfiles/100.txt,1,414,False,100,1,3,0,False,False,False,100
Mubanga,437,./markedupfiles/100.txt,1,437,False,4,3,3,0,False,False,False,100
"""I've",446,./markedupfiles/100.txt,1,446,False,3,0,4,3,False,False,False,100
Muslim.,457,./markedupfiles/100.txt,1,457,False,2,100,1,100,False,False,False,100
"""The",460,./markedupfiles/100.txt,1,460,False,5,2,4,2,False,False,False,100
They've,470,./markedupfiles/100.txt,1,470,False,100,0,3,1,False,False,False,100
I'm,479,./markedupfiles/100.txt,1,479,False,100,100,1,0,False,False,False,100
The,488,./markedupfiles/100.txt,1,488,False,100,100,3,3,False,False,False,100
"""The",505,./markedupfiles/100.txt,1,505,False,100,3,2,1,False,False,False,100
Department,506,./markedupfiles/100.txt,1,506,False,100,2,3,0,False,False,False,100
Defense,508,./markedupfiles/100.txt,1,508,False,100,0,1,0,False,False,False,100
Mubanga,514,./markedupfiles/100.txt,1,514,False,3,0,2,0,False,False,False,100
"""He",527,./markedupfiles/100.txt,1,527,False,100,0,2,0,False,False,False,100
But,546,./markedupfiles/100.txt,1,546,False,100,100,2,100,False,False,False,100
Fair,547,./markedupfiles/100.txt,1,547,False,100,100,3,100,False,False,False,100
Trials,548,./markedupfiles/100.txt,1,548,False,100,100,4,100,False,False,False,100
Abroad,549,./markedupfiles/100.txt,1,549,False,100,3,5,100,False,False,False,100
Stephen,551,./markedupfiles/100.txt,1,551,False,100,1,100,2,False,False,False,100
Jakobi,552,./markedupfiles/100.txt,1,552,False,100,0,100,1,False,False,False,100
Mubanga's,559,./markedupfiles/100.txt,1,559,False,4,100,2,1,False,True,False,100
Guantanamo,565,./markedupfiles/100.txt,1,565,False,100,100,1,100,False,False,False,100
"""The",569,./markedupfiles/100.txt,1,569,False,100,1,5,1,False,False,False,100
The,574,./markedupfiles/100.txt,1,574,False,3,2,2,2,False,False,False,100
Guantanamo.,583,./markedupfiles/100.txt,1,583,False,3,100,1,100,False,False,False,100
"""Is",584,./markedupfiles/100.txt,1,584,False,4,100,2,100,False,False,False,100
[Charles,585,./markedupfiles/100.txt,1,585,False,5,100,3,3,False,False,False,100
Clarke],586,./markedupfiles/100.txt,1,586,False,100,3,4,2,False,False,False,100
Mubanga,595,./markedupfiles/100.txt,1,595,False,3,100,4,0,False,False,False,100
British,601,./markedupfiles/100.txt,1,601,False,100,1,2,1,False,False,False,100
Cuba.,614,./markedupfiles/100.txt,1,614,False,100,100,1,100,False,False,False,100
Clarke,0,./markedupfiles/049.txt,1,0,True,100,0,100,0,False,False,False,100
New,7,./markedupfiles/049.txt,1,7,False,5,100,3,100,False,False,False,100
Home,8,./markedupfiles/049.txt,1,8,False,100,3,4,3,False,False,False,100
Secretary,9,./markedupfiles/049.txt,1,9,False,100,2,5,2,False,False,False,100
Charles,10,./markedupfiles/049.txt,1,10,False,100,1,100,1,False,False,False,1
Clarke,11,./markedupfiles/049.txt,1,11,False,100,0,100,0,False,False,False,2
"""pause",28,./markedupfiles/049.txt,1,28,False,1,100,1,0,False,False,False,100
Charles,32,./markedupfiles/049.txt,1,32,False,5,100,1,100,False,False,False,100
Kennedy.,33,./markedupfiles/049.txt,1,33,False,100,100,2,100,False,False,False,100
The,34,./markedupfiles/049.txt,1,34,False,100,3,3,100,False,False,False,100
Lib,35,./markedupfiles/049.txt,1,35,False,100,2,4,100,False,False,False,100
Dem,36,./markedupfiles/049.txt,1,36,False,100,1,5,100,False,False,False,100
David,39,./markedupfiles/049.txt,1,39,False,1,2,100,2,False,False,False,100
Blunkett's,40,./markedupfiles/049.txt,1,40,False,2,1,100,1,False,True,False,100
"""good",44,./markedupfiles/049.txt,1,44,False,2,1,1,1,False,False,False,100
But,53,./markedupfiles/049.txt,1,53,False,2,2,2,3,False,False,False,100
Clarke,55,./markedupfiles/049.txt,1,55,False,4,0,4,1,False,False,False,100
Blunkett,64,./markedupfiles/049.txt,1,64,False,100,0,2,1,False,False,False,100
Cabinet,69,./markedupfiles/049.txt,1,69,False,4,100,1,0,False,False,False,100
"""ID",75,./markedupfiles/049.txt,1,75,False,100,3,2,1,False,False,False,100
Clarke,89,./markedupfiles/049.txt,1,89,False,5,100,3,1,False,False,False,100
"""significantly",108,./markedupfiles/049.txt,1,108,False,1,100,1,1,False,False,False,100
Commons',115,./markedupfiles/049.txt,1,115,False,100,100,4,100,False,True,False,100
The,119,./markedupfiles/049.txt,1,119,False,100,1,5,2,False,False,False,100
Parliament,125,./markedupfiles/049.txt,1,125,False,3,3,1,2,False,False,False,100
Monday,127,./markedupfiles/049.txt,1,127,False,5,1,3,0,False,False,False,100
Earlier,132,./markedupfiles/049.txt,1,132,False,3,100,2,100,False,False,False,100
Kennedy,134,./markedupfiles/049.txt,1,134,False,5,100,4,3,False,False,False,100
"""deeply",143,./markedupfiles/049.txt,1,143,False,100,1,1,2,False,False,False,100
Christmas,147,./markedupfiles/049.txt,1,147,False,2,100,1,1,False,False,False,100
BBC,161,./markedupfiles/049.txt,1,161,False,1,100,5,100,False,False,False,100
Radio,162,./markedupfiles/049.txt,1,162,False,2,100,100,3,False,False,False,100
Today,164,./markedupfiles/049.txt,1,164,False,4,100,100,1,False,False,False,100
Clarke,168,./markedupfiles/049.txt,1,168,False,100,0,2,0,False,False,False,100
"""Wouldn't",182,./markedupfiles/049.txt,1,182,False,100,1,2,0,False,False,False,100
Earlier,215,./markedupfiles/049.txt,1,215,False,100,100,2,0,False,False,False,100
Tories,219,./markedupfiles/049.txt,1,219,False,100,0,1,1,False,False,False,100
Michael,228,./markedupfiles/049.txt,1,228,False,5,1,4,1,False,False,False,100
Howard,229,./markedupfiles/049.txt,1,229,False,100,0,5,0,False,False,False,100
They,242,./markedupfiles/049.txt,1,242,False,4,0,2,0,False,False,False,100
Among,262,./markedupfiles/049.txt,1,262,False,100,2,3,0,False,False,False,100
David,277,./markedupfiles/049.txt,1,277,False,5,100,5,3,False,False,False,100
Davis,278,./markedupfiles/049.txt,1,278,False,100,100,100,2,False,False,False,100
Oliver,279,./markedupfiles/049.txt,1,279,False,100,100,100,1,False,False,False,100
Letwin,280,./markedupfiles/049.txt,1,280,False,100,100,100,0,False,False,False,100
Tim,282,./markedupfiles/049.txt,1,282,False,100,100,1,3,False,False,False,100
Yeo.,283,./markedupfiles/049.txt,1,283,False,100,100,2,2,False,False,False,100
The,284,./markedupfiles/049.txt,1,284,False,100,100,3,1,False,False,False,100
Bar,288,./markedupfiles/049.txt,1,288,False,100,100,1,100,False,False,False,100
Council,289,./markedupfiles/049.txt,1,289,False,100,3,2,3,False,False,False,100
Guy,290,./markedupfiles/049.txt,1,290,False,100,2,3,2,False,False,False,100
Mansfield,291,./markedupfiles/049.txt,1,291,False,100,1,4,1,False,False,False,100
"""margins",304,./markedupfiles/049.txt,1,304,False,5,2,1,0,False,False,False,100
"""What",315,./markedupfiles/049.txt,1,315,False,100,0,2,0,False,False,False,100
Asian,322,./markedupfiles/049.txt,1,322,False,4,3,4,1,False,False,False,100
They,333,./markedupfiles/049.txt,1,333,False,3,2,2,0,False,False,False,100
[ID,342,./markedupfiles/049.txt,1,342,False,5,100,2,1,False,False,False,100
The,350,./markedupfiles/049.txt,1,350,False,2,2,2,100,False,False,False,100
Home,351,./markedupfiles/049.txt,1,351,False,3,1,3,3,False,False,False,100
Office,352,./markedupfiles/049.txt,1,352,False,4,0,4,2,False,False,False,100
The,374,./markedupfiles/049.txt,1,374,False,3,2,4,3,False,False,False,100
Blunkett,390,./markedupfiles/049.txt,1,390,False,5,2,3,100,False,False,False,100
Parliament,392,./markedupfiles/049.txt,1,392,False,100,0,5,2,False,False,False,100
The,415,./markedupfiles/049.txt,1,415,False,3,2,3,2,False,False,False,100
And,431,./markedupfiles/049.txt,1,431,False,100,1,4,0,False,False,False,100
The,474,./markedupfiles/049.txt,1,474,False,2,1,4,1,False,False,False,100
Boris,0,./markedupfiles/075.txt,1,0,True,100,100,100,100,False,False,False,100
Ken,4,./markedupfiles/075.txt,1,4,False,100,1,100,1,False,False,False,100
Livingstone,5,./markedupfiles/075.txt,1,5,False,100,0,100,0,False,False,False,100
"""stick",7,./markedupfiles/075.txt,1,7,False,1,0,1,0,False,False,False,100
"""Nazi""",16,./markedupfiles/075.txt,1,16,False,100,1,1,1,False,False,False,100
Jewish,20,./markedupfiles/075.txt,1,20,False,2,100,1,100,False,False,False,100
Tory,22,./markedupfiles/075.txt,1,22,False,4,3,3,3,False,False,False,100
Boris,24,./markedupfiles/075.txt,1,24,False,100,1,5,1,False,False,False,1
Johnson,25,./markedupfiles/075.txt,1,25,False,100,0,100,0,False,False,False,2
Johnson,29,./markedupfiles/075.txt,1,29,False,3,1,3,100,False,False,False,100
Tony,32,./markedupfiles/075.txt,1,32,False,1,100,100,2,False,False,False,100
Blair's,33,./markedupfiles/075.txt,1,33,False,2,100,100,1,False,True,False,100
"""an",39,./markedupfiles/075.txt,1,39,False,1,0,1,1,False,False,False,100
Jewish,43,./markedupfiles/075.txt,1,43,False,2,100,2,100,False,False,False,100
London,45,./markedupfiles/075.txt,1,45,False,4,3,4,100,False,False,False,100
Livingstone,48,./markedupfiles/075.txt,1,48,False,100,0,100,1,False,False,False,100
"""standing",52,./markedupfiles/075.txt,1,52,False,1,100,1,1,False,False,False,100
Evening,59,./markedupfiles/075.txt,1,59,False,100,2,1,2,False,False,False,100
Standard,60,./markedupfiles/075.txt,1,60,False,100,1,2,1,False,False,False,100
"""concentration",64,./markedupfiles/075.txt,1,64,False,2,0,1,3,False,False,False,100
But,67,./markedupfiles/075.txt,1,67,False,2,3,4,0,False,False,False,100
Livingstone,77,./markedupfiles/075.txt,1,77,False,3,0,2,0,False,False,False,100
Labour's,81,./markedupfiles/075.txt,1,81,False,2,2,3,2,False,True,False,100
Livingstone,83,./markedupfiles/075.txt,1,83,False,4,0,5,0,False,False,False,100
Blair,108,./markedupfiles/075.txt,1,108,False,100,100,2,2,False,False,False,100
Later,110,./markedupfiles/075.txt,1,110,False,100,100,4,0,False,False,False,100
Jewish,141,./markedupfiles/075.txt,1,141,False,2,3,1,2,False,False,False,100
However,147,./markedupfiles/075.txt,1,147,False,2,3,2,2,False,False,False,100
Johnson,149,./markedupfiles/075.txt,1,149,False,4,1,4,0,False,False,False,100
Liverpudlians,166,./markedupfiles/075.txt,1,166,False,100,100,1,1,False,False,False,100
British,172,./markedupfiles/075.txt,1,172,False,100,3,1,100,False,False,False,100
