,3.5mm jack,Battery ,GPS Support,GPU,Internal Storage,Card slot,NFC,Name,OS,Price,Primary Camera,Clock Speed,SIM,Secondary Camera,Sensors,Weight,Resolution
139,Yes,3000 mAh,Yes,ARM Mali - 720 MP1 at 550 / 650 MHz,16 GB,Dedicated Slot,,iVooMi i1 ,Android Nougat 7,"‚¹5,999",13MP + 2MP,1.3 GHz,Dual Micro SIM,8MP,"G-sensor, Light Sensor, Proximity Sensor",165 g,1280 x 640 Pixels
140,Yes,3000 mAh,Yes,ARM Mali - 720 MP1 at 550 / 650 MHz,16 GB,Dedicated Slot,,iVooMi i1 ,Android Nougat 7,"‚¹5,999",13MP + 2MP,1.3 GHz,Dual Micro SIM,8MP,"G-sensor, Light Sensor, Proximity Sensor",165 g,1280 x 640 Pixels
141,,850 mAh,,,32 MB,Dedicated Slot,,Peace FM1,,‚¹589,0.3MP,1.2 MHz,,,,,320 x 240$$Pixels
142,,600 mAh,,,32 MB,Hybrid Slot,,Winstar C1,,‚¹899,0.3MP,1 MHz,micro SIM + Nano SIM,,,50 g,128 x 160$$Pixels
143,,850 mAh,,,256 MB,Dedicated Slot,,Peace P4,,‚¹499,0.3MP,,,,,,320 x 240 Pixels
144,Yes,3000 mAh,Yes,ARM Mali - 720 MP1 at 550 / 650 MHz,16 GB,Dedicated Slot,,iVooMi i1 ,Android Nougat 7,"‚¹5,999",13MP + 2MP,1.3 GHz,Dual Micro SIM,8MP,"G-sensor, Light Sensor, Proximity Sensor",165 g,1280 x 640 Pixels
145,,800,,,64 MB,Dedicated Slot,,I Kall K33,,‚¹749,0MP,,Normal SIM,,,,240 x 360$$Pixels
146,,1200,,,32 MB,Dedicated Slot,,MU M7,,"‚¹1,299",0MP,,,,,,120 x 240$$Pixels
147,Yes,3000 mAh,Yes,,32 GB,Dedicated Slot,,Samsung Galaxy J7 Nxt ,Android Nougat 7,"‚¹11,900",13MP,1.6 GHz,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",170 g,1280 x 720 Pixels
148,,5000 mAh,Yes,,64 GB,Hybrid Slot,,Gionee M7 Power ,Android Nougat 7.1,"‚¹15,199",13MP,1.4 GHz,Nano SIM and Nano SIM,8MP,"Multi Functional FingerPrint Sensor (Camera, Torch, Recorder)",199 g,1440 x 720 Pixels
149,,2700 mAh,Yes,,64 GB,Hybrid Slot,Yes,Sony Xperia XZ1 ,Android Oreo 8.0,"‚¹44,990",19MP,2.35 GHz,Nano SIM,13MP,Fingerprint Sensor (Fast and Secure Unlock),156 g,1080 x 1920 pixels
150,Yes,1050,,,32 MB,Dedicated Slot,,Ssky K7,,‚¹770,1.3MP,1.2 MHz,Normal,,,,320 x 428$$Pixels
151,,1000 mAh,,,32 MB,Dedicated Slot,,I-Plus I-4,,‚¹699,0.03MP,0.05 MHz,,,,,120 x 160$$Pixels
152,,1000 mAh,,,64 MB,Dedicated Slot,,Yxtel 2202,,‚¹599,1.3MP,,,,,,320 x 400 Pixels
153,Yes,1000 mAh,,,10 MB,Dedicated Slot,,BlackZone N1103,,‚¹619,0.3MP,1 MHz,,,,,320 x 240$$Pixels
154,,3000 mAh,,,256 MB,,,Gfive W1,0,"‚¹1,290",0.3MP,,,,,121 g,240 x 320 Pixels
155,,800 mAh,,,0 MB,,,Rocktel R1280,,‚¹399,0MP,,,,,,320 x 240$$Pixels
156,Yes,2200 mAh,,,64 MB,Dedicated Slot,,Gfive WP89,0,‚¹969,0.3MP,,,,,,240 x 320$$Pixels
157,,1000,,,32 MB,Dedicated Slot,,Easyfone Elite,,"‚¹2,650",0.3MP,,,,,,240 x 320$$Pixels
158,,800,,,64 MB,Dedicated Slot,,MTR S5 Mini,,‚¹640,0.3MP,1.4 MHz,,,,,120 x 240$$Pixels
159,,2000 mAh,,,8 GB,Dedicated Slot,,Intex Aqua Q7N Pro ,Android Lollipop 5.1,"‚¹3,149",5MP,1.2 GHz,,,,,480 x 854 Pixels
160,Yes,1000 mAh,,,1 MB,Dedicated Slot,,BlackZone Polo,,‚¹599,0.3MP,1 MHz,Normal SIM,,,,320 x 240$$Pixels
161,Yes,1500 mAh,,,32 MB,Dedicated Slot,,Reach Champ+ Selfie,,‚¹850,0.3MP,1 MHz,Regular SIM,0.3MP,,,128 x 160$$Pixels
162,Yes,3000 mAh,,ARM Heimdall MP18,64 GB,Hybrid Slot,Yes,Samsung Galaxy S9 ,Android Oreo 8,"‚¹57,900",12MP,2.7 GHz,Nano SIM,8MP,,163 g,2960 x 1440 Pixels
163,,1400 mAh,,,64 MB,Dedicated Slot,,Peace Slim,,‚¹750,0.3MP,1 MHz,,,,,320 x 240 Pixels
164,Yes,2200 mAh,Yes,Mali-T720MP2,8 GB,Dedicated Slot,,Honor Bee 4G ,Android Lollipop 5.1,"‚¹5,599",8MP,1.3 GHz,Micro SIM,2MP,"Proximity Sensor, Accelerometer, Light Sensor",,720 x 1280 Pixels
165,Yes,3500 mAh,,ARM Heimdall MP18,64 GB,Hybrid Slot,Yes,Samsung Galaxy S9 Plus ,Android Oreo 8,"‚¹64,900",12MP + 12MP,2.7 GHz,Nano SIM,8MP,,189 g,2960 x 1440 Pixels
166,Yes,1500 mAh,,,32 MB,Dedicated Slot,,Tork T11,,‚¹749,0.3MP,,Normal SIM,,,,320 x 240 Pixels
167,Yes,1000 mAh,,,1 MB,Dedicated Slot,,Videocon Dost2 V1RA,,‚¹849,0.3MP,,,,,,160 x 240 Pixels
168,Yes,3000 mAh,,,34.5 KB,Dedicated Slot,,Intex IN-STURDY,,"‚¹1,330",0.3MP,,Normal SIM,,,107.5 g,320 x 240 Pixels
169,Yes,2500 mAh,Yes,,8 GB,,,Asus Zenfone 5 A502CG ,Android KitKat 4.4,"‚¹5,999",8MP,1.2 GHz,Micro SIM,0.3MP,"eCompass, Proximity Sensor, G-Sensor, Hall Sensor, Light Sensor",160 g,960 x 540 Pixels
170,,,Yes,,64 GB,,,Apple iPhone X ,iOS 11,"‚¹83,499",12MP + 12MP,,Nano SIM,7MP,"Face ID, Barometer, Three-axis Gyro, Accelerometer, Proximity Sensor, Ambient Light Sensor",174 g,2436 x 1125 Pixels
171,Yes,4000 mAh,Yes,A304 at 400 MHz,8 GB,Dedicated Slot,,Micromax Vdeo 4 ,Android Marshmallow 6,"‚¹6,248",8MP,1.1 GHz,Micro SIM and Micro SIM,2MP,"Gravity Sensors, Proximity Sensor, Light Sensor, Accelerometer",,1280 x 720 pixels
172,Yes,800 mAh,,,,Dedicated Slot,,JIVI N201 Selfie,,‚¹841,1.3MP,1 MHz,Normal SIM,0.3MP,,,240 x 320 pixels
173,,1800,,,32 MB,Dedicated Slot,,Gfive M11,No,"‚¹1,099",1.3MP,1.2 MHz,,,,,320 x 400$$Pixels
174,Yes,1000 mAh,,,32 KB,,Yes,JIVI X66,,‚¹933,1.3MP,,Normal,,,105 g,240 x 320 Pixel
175,,800,,,64 MB,Dedicated Slot,,MTR 230 Mini,,‚¹640,0.3MP,1.4 MHz,,,,,120 x 240$$Pixels
176,Yes,1500 mAh,,,32 MB,Dedicated Slot,,Reach Champ FM,,‚¹849,0.3MP,,Normal SIM,,,,320 x 240 Pixels
177,,1000,,,32 MB,Dedicated Slot,,Mymax M44,No,‚¹515,1.3MP,1.2 MHz,,,,,320 x 400$$Pixels
178,Yes,3000 mAh,Yes,ARM Mali - 720 MP1 at 550 / 650 MHz,16 GB,Dedicated Slot,,iVooMi i1 ,Android Nougat 7,"‚¹5,999",13MP + 2MP,1.3 GHz,Dual Micro SIM,8MP,"G-sensor, Light Sensor, Proximity Sensor",165 g,1280 x 640 Pixels
179,,2200 mAh,Yes,,32 GB,Dedicated Slot,,HTC Desire 628 ,Android Lollipop 5.1,"‚¹9,000",13MP,1.3 GHz,Nano-SIM,5MP,,142 g,1280 x 720 Pixels
180,,2000 mAh,,,8 GB,Dedicated Slot,,LYF Flame 1 ,Android Lollipop 5.1.1,"‚¹4,049",5MP,1.1 GHz,,,,,480 x 854 Pixels
181,,800 mAh,,,32 MB,Dedicated Slot,,Zen Atom 103,,‚¹839,1.3MP,312 MHz,,,,,120 x 160 Pixels
182,,3900,Yes,ARM Mali-T880 MP2 900MHz,64 GB,Dedicated Slot,Yes,Maze Alpha ,Android Nougat 7.0,"‚¹14,310",13MP,2.5,,,,,1920 x 1080$$Pixels
183,Yes,3600 mAh,Yes,,32 GB,Dedicated Slot,Yes,Samsung Galaxy A7-2017 ,Android Marshmallow 6,"‚¹25,900",16MP,1.9 GHz,Nano SIM,16MP,"Accelerometer, Barometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Proximity Sensor, RGB Light Sensor",,1920 x 1080 pixels
184,Yes,3000 mAh,Yes,,32 GB,Dedicated Slot,,Samsung Galaxy J7 Nxt ,Android Nougat 7,"‚¹11,900",13MP,1.6 GHz,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",170 g,1280 x 720 Pixels
185,,4000 mAh,,,32 GB,Dedicated Slot,,Lenovo K8 Plus ,Android Nougat 7.1.1,"‚¹9,999",13MP + 5MP,2.5 GHz,Nano SIM,8MP,Fingerprint Sensor,,1920 x 1080 Pixels
186,Yes,,Yes,,32 GB,,Yes,Apple iPhone SE ,iOS 10,"‚¹18,999",12MP,,Nano SIM,1.2MP,"Three-axis Gyro Sensor, Touch ID Fingerprint Sensor, Proximity Sensor, Ambient Light Sensor, Accelerometer, Digital Compass",113 g,1136 x 640 Pixels
187,Yes,1800 mAh,,,64 MB,Dedicated Slot,,I Kall K6303,,‚¹799,0.3MP,,,,,,240 x 320
188,No,600 mAh,,,32 MB,Dedicated Slot,,Gfive A98,,"‚¹1,039",0.3MP,,Normal SIM,0.3MP,,,128 x 160$$Pixels
189,,2500 mAh,Yes,ARM Mali T720 MP1,16 GB,Dedicated Slot,,Xolo Era 2X ,Android Marshmallow 6,"‚¹5,777",8MP,1.25 GHz,,5MP,"Proximity, Ambient Light Sensor, Finger Print Sensor",,1280 x 720 Pixels
190,,,Yes,,32 GB,,Yes,Apple iPhone 7 ,iOS 10,"‚¹43,999",12MP,,Nano Sim,7MP,"Touch ID Fingerprint Sensor, Barometer, Three-axis Gyro Sensor, Accelerometer, Proximity Sensor, Ambient Light Sensor, Backside Illumination Sensor, Digital Compass",138 g,1334 x 750 Pixels
191,Yes,1800 mAh,No,,,,No,Karbonn K9,Belle,"‚¹1,155",2.0MP,,,,,,"QVGA, 240 x 320"
192,Yes,3000 mAh,Yes,Huawei EMUI 3.1,16 GB,,,Honor 5X ,Android Lollipop 5.1,"‚¹8,999",13MP,1.5 GHz,Micro SIM and Nano SIM,5MP,"Accelerometer, Ambient Light Sensor, Proximity Sensor, Digital Compass, Fingerprint Sensor",158 g,1920 x 1080 Pixels
193,Yes,1000,,,10 MB,Dedicated Slot,,BlackZone Flip-X,,‚¹829,0.3MP,1 MHz,,,,,320 x 240$$Pixels
194,,2450 mAh,,,16 GB,Dedicated Slot,,Intex Aqua S3 ,Android Nougat 7.0,"‚¹5,099",8MP,1.3 GHz,,5MP,,,1280 x 720 Pixels
195,Yes,800 mAh,,,,,,Samsung Guru Music 2,,"‚¹1,610",,208 MHz,,,,74.98 g,128 x 160 Pixels
196,,4000 mAh,Yes,,32 GB,Hybrid Slot,,Panasonic Eluga Ray 500 ,Android Nougat 7,"‚¹8,999",13MP + 8MP,1.25 GHz,Nano SIM and Nano SIM,5MP,"Accelerometer, Proximity Sensor, Ambient Light Sensor, Fingerprint Sensor",163 g,1280 x 720 Pixels
197,,1000 mAh,,,64 MB,,,I Kall K71 Combo of Two Mobile,,‚¹799,0MP,,Normal SIM,,,,96 x 68 Pixels
198,Yes,3000 mAh,Yes,Adreno 510 with Hardware Tessellation and Geometry Shading,32 GB,,Yes,Smartron SRT Phone ,Android Nougat 7.1.1,"‚¹8,999",13MP,1.8 GHz,Micro SIM and Micro SIM (3FF),5MP,"Fingerprint Sensor, Accelerometer, Gyroscope, Proximity Sensor, Ambient Light Sensor, Digital Compass",,1920 x 1080 pixels
199,,1800 mAh,,,24 MB,,,Micromax X610,1,"‚¹1,075",0.03MP,,,,,,320x240
200,Yes,3000 mAh,Yes,Adreno 508 at 650 MHz,64 GB,Hybrid Slot,Yes,Moto X4 ,Android Oreo 8.0,"‚¹24,999",12MP + 8MP,2.2 GHz,Dual Nano SIM,16MP,"Fingerprint Reader, Gravity, Proximity, Accelerometer, Ambient Light, Magnetometer, Gyroscope, Sensor Hub",163 g,1080 x 1920 Pixels
201,,300 mAh,,,32 MB,Dedicated Slot,,Chilli K130 SPINNER,,‚¹869,0MP,1.1 MHz,,,,,128 x 260 Pixels
202,Yes,1000,,,10 MB,Dedicated Slot,,BlackZone 3310+,,‚¹619,0.3MP,1 MHz,,,,,320 x 240$$Pixels
203,,,Yes,,128 GB,,Yes,Apple iPhone 7 ,iOS 10,"‚¹54,999",12MP,,Nano Sim,7MP,"Touch ID Fingerprint Sensor, Barometer, Three-axis Gyro Sensor, Accelerometer, Proximity Sensor, Ambient Light Sensor, Backside Illumination Sensor, Digital Compass",138 g,1334 x 750 Pixels
204,,1700 mAh,,,1 MB,,,Karbonn K46 LED,,‚¹785,0.3MP,,,,,,160 x 240 Pixels
205,Yes,1300 mAh,Yes,Mali-400 512 MHz,4 GB,Dedicated Slot,,Micromax Bharat 2 Ultra ,Android Marshmallow 6.0,"‚¹2,890",2MP,1.5 GHz,Micro SIM and Normal SIM,0.3MP,Gravity Sensors,120 g,480 x 800 Pixels
206,,950 mAh,,,32 MB,Dedicated Slot,,Forme N9+ Combo of Two Mobile,,"‚¹1,199",0.3MP,1.2 MHz,Micro SIM,,,,128 x 160$$Pixels
207,Yes,4000 mAh,Yes,,16 GB,,,Panasonic Eluga A2 ,Android Lollipop v5.0.1,"‚¹6,945",8MP,1 GHz,,,"Accelerometer, Light Sensor, G Sensor",,720 x 1280
208,Yes,1200 mAh,,,4 GB,Dedicated Slot,,Lava A52 ,Android Lollipop 5.1,"‚¹2,199",2MP,1.3 GHz,,0.3MP,Accelerometer,112 g,800 x 400 Pixels
209,,1000 mAh,,,64 MB,,,I Kall K12,,‚¹599,0.3MP,,,,,,128 x 160
210,Yes,2400 mAh,,,20 KB,Dedicated Slot,,Intex Mega 2400,,"‚¹1,392",0.3MP,,Normal SIM,,,116.4 g,240 x 320 Pixels
211,,3000 mAh,,Adreno 506,64 GB,Hybrid Slot,,Asus Zenfone 4 Selfie Pro ,Android Nougat 7,"‚¹23,999",16MP,2.0 GHz,,24MP + 5MP,"Front Fingerprint Sensor, Accelerator, E-Compass, Gyroscope, Proximity Sensor, Ambient Light Sensor, RGB Sensor",147 g,1920 x 1080 Pixels
212,,800 mAh,,,64 MB,Dedicated Slot,,I Kall K301 Combo of Two,,"‚¹1,199",0.3MP,,Normal,,,,128 x 160 Pixels
213,Yes,2750 mAh,Yes,PowerVR GT7600 (six-core graphics),16 GB,,Yes,Apple iPhone 6s Plus ,iOS 9,"‚¹42,990",12MP,1.84 GHz,Nano Sim,5MP,"Touch ID Fingerprint Sensor, Barometer, Three-axis Gyro Sensor, Accelerometer, Proximity Sensor, Ambient Light Sensor, Digital Compass",192 g,1080 x 1920 Pixels
214,Yes,800 mAh,,,,Dedicated Slot,,JIVI N201 Selfie,,‚¹841,1.3MP,1 MHz,Normal SIM,0.3MP,,,240 x 320 pixels
215,,4000 mAh,,,32 GB,Hybrid Slot,,Lenovo K6 Note ,Android Marshmallow 6,"‚¹9,290",16MP,1.4 GHz,Nano SIM,8MP,,160 g,1080 x 1920 Pixels
216,,1200 mAh,,,20 MB,Dedicated Slot,,Reach Cogent Mini,,‚¹899,0.03MP,,,,,,320 x 480 Pixels
217,,400 mAh,,,32 MB,,,Chilli K188 Spinner,,‚¹945,0.3MP,1.1 MHz,,,,,120 x 240$$Pixels
218,,2700 mAh,,,32 MB,Hybrid Slot,,UI Phones Power 2,,"‚¹1,399",0.08MP,,,,,,320 x 480 Pixels
219,,950,,,32 MB,Dedicated Slot,,Gfive U550,No,‚¹699,1.3MP,1.2 MHz,,,,,320 x 400$$Pixels
220,,1750 mAh,,,256 MB,,,Micromax X072,Symbian Gingerbread 7.5,‚¹790,0.08MP,1.2 GHz,,,,,320 x 240 pixels Pixels
221,Yes,950 mAh,,,64 MB,Dedicated Slot,,Gfive U229 Combo of Three Mobile,0,"‚¹1,659",0.3MP,,,,,,128 x 160$$Pixels
222,Yes,2000 mAh,Yes,,8 GB,Dedicated Slot,,Intex Aqua Lions 4G ,Android Marshmallow 6.0,"‚¹4,699",5MP,1.3 GHz,Mini SIM and Micro SIM,2MP,"G-sensor, Proximity Sensor, GC Sensor, Light Sensor",146.7 g,854 x 480 pixels
223,Yes,2650 mAh,Yes,Adreno 506,32 GB,Hybrid Slot,,Asus Zenfone 3 ,Android Marshmallow 6,"‚¹11,999",16MP,2.0 GHz,Micro SIM and Nano SIM,8MP,"Accelerator, E-Compass, Gyroscope, Proximity Sensor, Hall Sensor, Ambient Light Sensor, RGB Sensor, IR Sensor, Fingerprint Scanner",144 g,1920 x 1080
224,,1000 mAh,,,32 KB,,,Iball Andi 2.4M,,"‚¹1,111",1.3MP,1 MHz,Micro SIM,,Accelerometer,200 g,
225,Yes,800 mAh,,,,Dedicated Slot,,JIVI N201 Selfie,,‚¹848,1.3MP,1 MHz,Normal SIM,0.3MP,,,240 x 320 pixels
226,,1800,,,32 MB,Dedicated Slot,,Gfive M11,No,"‚¹1,099",1.3MP,1.2 MHz,,,,,320 x 400$$Pixels
227,Yes,1100 mAh,No,,,,No,Celkon C349 Star,,‚¹849,,,,,,,
228,,1000 mAh,,,32 MB,,,Micromax X071,,‚¹880,0.08MP,,Normal Sim,,,,128 x 160 Pixels
229,Yes,1500 mAh,,,32 MB,Dedicated Slot,,Reach Champ FM,,‚¹849,0.3MP,,Normal SIM,,,,320 x 240 Pixels
230,,3000 mAh,,,30 KB,Dedicated Slot,,Mafe Energy,,‚¹999,0.3MP,,Regular SIM,,,,160 x 128$$Pixels
231,Yes,4000 mAh,Yes,Qualcomm Adreno 510,64 GB,Dedicated Slot,,Samsung Galaxy C9 Pro ,Android Marshmallow 6,"‚¹29,900",16MP,1.95 GHz,Nano SIM (4FF),16MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Proximity Sensor, RGB Light Sensor",189 g,1920 x 1080 pixels
232,Yes,2000 mAh,,,32 MB,Dedicated Slot,,Mtech L10,,"‚¹1,199",0.08MP,,Normal SIM,,,,320 x 240 Pixels
233,Yes,2500 mAh,Yes,Yes,8 GB,Dedicated Slot,No,Reach Allure Admire 4G VoLTE ,Android Nougat 7.0,"‚¹3,610",8MP,1.3 GHz,Micro SIM,2MP,G-sensor,,854 x 480 Pixels
234,,1800 mAh,,,32 MB,Dedicated Slot,,Winstar D555+,,‚¹999,0.3MP,1.2 MHz,Micro SIM,,,,320 x 240$$Pixels
235,Yes,4000 mAh,Yes,A304 at 400 MHz,8 GB,Dedicated Slot,,Micromax Vdeo 4 ,Android Marshmallow 6,"‚¹6,248",8MP,1.1 GHz,Micro SIM and Micro SIM,2MP,"Gravity Sensors, Proximity Sensor, Light Sensor, Accelerometer",,1280 x 720 pixels
236,,800 mAh,,,32 MB,Dedicated Slot,,Zen Atom 103,,‚¹839,1.3MP,312 MHz,,,,,120 x 160 Pixels
237,,3000 mAh,Yes,,16 GB,Dedicated Slot,,OPPO A71 New Edition ,Android Nougat 7.1,"‚¹9,990",13MP,1.8 GHz,Nano SIM and Nano SIM,5MP,"Proximity Sensor, Light Sensor, Accelerator Sensor, E-compass",137 g,1280 x 720 Pixels
238,Yes,3000 mAh,Yes,,16 GB,Dedicated Slot,,Samsung Galaxy J7 Nxt ,Android Nougat 7.0,"‚¹9,990",13MP,1.6 GHz,Micro SIM (3FF),5MP,"Accelerometer, Proximity Sensor",170 g,1280 x 720 Pixels
239,,3000 mAh,,650 MHz Adreno 506,64 GB,Hybrid Slot,,Moto G5s Plus ,Android Nougat 7.1,"‚¹14,439",13MP + 13MP,2 GHz,Dual Nano SIM,8MP,"Fingerprint Reader, Accelerometer, Gyroscope, Ambient Light, Proximity",,1920 x 1080 Pixels
240,,2200 mAh,,,8 GB,Dedicated Slot,,I Kall K-2 ,Android Marshmallow 6.0,"‚¹3,899",5MP,1.3 GHz,Micro SIM,,,,854 x 480$$Pixels
241,,2630 mAh,Yes,Adreno A306,16 GB,Hybrid Slot,,OPPO A37f ,Android Lollipop Color OS 3.0 based on Android 5.1,"‚¹8,990",8MP,1.2 GHz,Nano Sim,5MP,,136 g,1280 x 720 Pixels
242,Yes,3000 mAh,Yes,ARM Mali-T720 MP1; 650 MHz,16 GB,Dedicated Slot,Yes,iVooMi Me3 ,Android Nougat 7,"‚¹4,999",8MP,1.3 GHz,Nano SIM,8MP,"Light Sensor, G-Sensor, Proximity Sensor",158 g,1280 x 720 pixels
243,Yes,3600 mAh,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
244,,,Yes,,64 GB,,,Apple iPhone 8 ,iOS iOS 11,"‚¹56,999",12MP,,Nano SIM,7MP,"Touch ID Fingerprint Sensor Built into the Home Button, Barometer, Three-axis Gyro, Accelerometer, Proximity Sensor, Ambient Light Sensor",148 g,1334 x 750 Pixels
245,Yes,1750 mAh,Yes,,32 MB,Dedicated Slot,,Lava KKT Pearl FM,,"‚¹1,299",0.3MP,1 MHz,,,,100 g,240 x 320 Pixels
246,,1050 mAh,,,32 MB,Dedicated Slot,,Gfive Guru,,‚¹590,0.3MP,,,,,,176 x 220 Pixels
247,Yes,3000 mAh,Yes,ARM Mali - 720 MP1 at 550 / 650 MHz,16 GB,Dedicated Slot,,iVooMi i1 ,Android Nougat 7,"‚¹5,999",13MP + 2MP,1.3 GHz,Dual Micro SIM,8MP,"G-sensor, Light Sensor, Proximity Sensor",165 g,1280 x 640 Pixels
248,Yes,3000 mAh,Yes,ARM Mali - 720 MP1 at 550 / 650 MHz,16 GB,Dedicated Slot,,iVooMi i1 ,Android Nougat 7,"‚¹5,999",13MP + 2MP,1.3 GHz,Dual Micro SIM,8MP,"G-sensor, Light Sensor, Proximity Sensor",165 g,1280 x 640 Pixels
249,,1800 mAh,,,60 KB,,,Intex Neo V+ FM,7.5,‚¹843,0.3MP,,,,,,128 x 160 Pixels
250,,1800 mAh,,,2 MB,,,Videocon V1429W,Series 60 1,‚¹790,0.3MP,,,,,,160 x 128 pixels
251,Yes,2000 mAh,Yes,,8 GB,Hybrid Slot,,Samsung Galaxy J2-2017 ,Android Lollipop 5.4.1,"‚¹6,590",5.0MP,1.3 GHz,Micro SIM (3FF),2.0MP,"Accelerometer, Proximity Sensor",130 g,540 x 960 Pixels
252,,800 mAh,,,32 MB,Dedicated Slot,,Zen X35,,‚¹829,1.3MP,312 MHz,,,,,120 x 160 Pixels
253,Yes,3000 mAh,Yes,Mali-400 MP2; 512 MHz,8 GB,Dedicated Slot,,iVooMi Me1 ,Android Nougat 7,"‚¹3,599",5MP,1.2 GHz,Micro SIM,5MP,"G-Sensor, Proximity Sensor",130 g,1280 x 720 pixels
254,,1400,,,32 MB,Dedicated Slot,,Trio Junior Edge,,"‚¹1,499",0.3MP,1 MHz,,,,,480 x 800$$Pixels
255,Yes,1050 mAh,,,32 MB,Dedicated Slot,,Adcom J3 R,,‚¹539,0MP,1.2 MHz,Full Size SIM,,,,128 x 160$$Pixels
256,,850 mAh,,,256 MB,Hybrid Slot,,Kechaoda K116,,‚¹799,,,,,,,320 x 480 Pixels
257,Yes,3000 mAh,Yes,ARM Mali - 720 MP1 at 550 / 650 MHz,16 GB,Dedicated Slot,,iVooMi i1 ,Android Nougat 7,"‚¹5,999",13MP + 2MP,1.3 GHz,Dual Micro SIM,8MP,"G-sensor, Light Sensor, Proximity Sensor",165 g,1280 x 640 Pixels
258,Yes,3000 mAh,Yes,ARM Mali - 720 MP1 at 550 / 650 MHz,16 GB,Dedicated Slot,,iVooMi i1 ,Android Nougat 7,"‚¹5,999",13MP + 2MP,1.3 GHz,Dual Micro SIM,8MP,"G-sensor, Light Sensor, Proximity Sensor",165 g,1280 x 640 Pixels
259,,4000 mh,,,20 MB,Hybrid Slot,,Ziox Thunder Mega,,"‚¹1,369",0.3MP,,Normal SIM,,,,240 x 320 Pixels
260,Yes,2000 mAh,Yes,,8 GB,Hybrid Slot,,Samsung Galaxy J2-2017 ,Android Lollipop 5.4.1,"‚¹6,590",5.0MP,1.3 GHz,Micro SIM (3FF),2.0MP,"Accelerometer, Proximity Sensor",130 g,540 x 960 Pixels
261,Yes,3000 mAh,Yes,ARM Mali-T720 MP1; 650 MHz,16 GB,Dedicated Slot,Yes,iVooMi Me3 ,Android Nougat 7,"‚¹4,999",8MP,1.3 GHz,Nano SIM,8MP,"Light Sensor, G-Sensor, Proximity Sensor",158 g,1280 x 720 pixels
262,,3000 mAh,,,64 GB,Dedicated Slot,,LG Q6+ ,Android Nougat 7.1.1,"‚¹17,989",13MP,1.4 GHz,Nano SIM,,,,1080 x 2160$$Pixels
263,,800,,,64 MB,Dedicated Slot,,MTR S5 Mini,,‚¹899,0.3MP,1.4 MHz,,,,,120 x 240$$Pixels
264,Yes,1500 mAh,Yes,,4 GB,Dedicated Slot,,Intex Aqua 4.0 4G ,Android Marshmallow 6,"‚¹3,329",2MP,1.3 GHz,Micro SIM and Micro SIM,0.3MP,"SP Sensor, GC Sensor, G-sensor",112 g,360 x 640 pixels
265,,1000 mAh,,,32 MB,Dedicated Slot,,Mido D11+,,‚¹575,0.3MP,,,,,,320 x 240 Pixels
266,Yes,800 mAh,,,,Dedicated Slot,,JIVI N201 Selfie,,‚¹849,1.3MP,1 MHz,Normal SIM,0.3MP,,,240 x 320 pixels
267,Yes,3000 mAh,Yes,ARM Mali - 720 MP1 at 550 / 650 MHz,16 GB,Dedicated Slot,,iVooMi i1 ,Android Nougat 7,"‚¹5,999",13MP + 2MP,1.3 GHz,Dual Micro SIM,8MP,"G-sensor, Light Sensor, Proximity Sensor",165 g,1280 x 640 Pixels
268,,2400 mAh,,,16 GB,,,Intex Elyt Dual ,Android Nougat 7,"‚¹5,999",8MP,1.3 GHz,,,"G-Sensor, P-Sensor, L-Sensor",150 g,720 x 1280$$Pixels
269,Yes,5000 mAh,,,32 GB,Hybrid Slot,,Comio P1 4G ,Android Nougat 7.0,"‚¹8,999",13MP,1.3 GHz,,8MP,,178 g,1280 x 720 Pixels
270,Yes,1200 mAh,,,64 MB,Dedicated Slot,,1+1=2 D7,0,‚¹569,0.3MP,,,,,,128 x 160$$Pixels
271,Yes,1400 mAh,No,,32 MB,Dedicated Slot,,Chilli B10,,"‚¹1,119",1.8MP,512 MHz,Full Size SIM,,No,,220 x 180$$Pixels
272,Yes,1050 mAh,,,,Dedicated Slot,,Mafe Guru,,‚¹685,0.3MP,,,,,,160 x 128 Pixels
273,Yes,800 mAh,,,32 MB,Dedicated Slot,,Karbonn K310n,,‚¹790,0.3MP,1 MHz,,,,65 g,240 x 320$$Pixels
274,,1000 mAh,,,32 MB,Dedicated Slot,,UI Phones Selfie 1,,‚¹830,0.3MP,,,,,,128 x 160 Pixels
275,Yes,1200 mAh,,,16 MB,Dedicated Slot,,Nokia 3310 DS,0,"‚¹3,240",2MP,,,,,,240 x 320 pixels
